id_caso	codigo_dane_municipio	municipio	departamento	agno	mes	dia	id_persona	sexo	etnia	ocupacion	calidad_victima	tipo_poblacion	militante_politico	grupo_armado	descripcion_grupo_armado	situacion_victima	edad
367997	47058	ARIGUANI	MAGDALENA	2003	04	28	409431	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
367998	47058	ARIGUANI	MAGDALENA	2003	04	28	409432	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
367999	23162	CERETE	CORDOBA	2003	04	29	409433	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368000	13688	SANTA ROSA DEL SUR	BOLIVAR	2003	05	00	409434	Mujer		Sin Informacion	Civil					Viva	
368001	50318	GUAMAL	META	2003	05	01	409435	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368002	52258	EL TABLON DE GOMEZ	NARIÑO	2003	05	01	409436	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368003	05541	PEÑOL	ANTIOQUIA	2003	05	01	409437	Mujer		Sin Informacion	Civil					Desconocida	
368004	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	01	409438	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368005	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	01	409439	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368006	19698	SANTANDER DE QUILICHAO	CAUCA	2003	05	01	409440	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	40 a 59
368007	52258	EL TABLON DE GOMEZ	NARIÑO	2003	05	01	409441	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368008	76563	PRADERA	VALLE DEL CAUCA	2003	05	01	409442	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368009	52540	POLICARPA	NARIÑO	2003	05	01	409443	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368010	54001	CUCUTA	NORTE DE SANTANDER	2003	05	02	409444	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368011	66001	PEREIRA	RISARALDA	2003	05	03	409445	Mujer		Trabajador(a) Sexual	Civil					Muerta	18 a 28
368012	05055	ARGELIA	ANTIOQUIA	2003	05	03	409446	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368013	47541	PEDRAZA	MAGDALENA	2003	05	03	409447	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368014	15180	CHISCAS	BOYACA	2003	05	02	409448	Mujer		Sin Informacion	Civil					Muerta	18 a 28
368015	52203	COLON	NARIÑO	2003	05	03	409449	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368016	18094	BELEN DE LOS ANDAQUIES	CAQUETA	2003	05	03	409450	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368017	47460	NUEVA GRANADA	MAGDALENA	2003	05	03	409451	Hombre		Sin Informacion	Civil					Desconocida	18 a 28
368018	50590	PUERTO RICO	META	2003	05	03	409452	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368019	81794	TAME	ARAUCA	2003	05	05	409453	Mujer	Indigena	Sin Informacion	Civil					Viva	13 a 17
368019	81794	TAME	ARAUCA	2003	05	05	409455	Mujer	Indigena	Sin Informacion	Civil					Desconocida	7 a 12
368019	81794	TAME	ARAUCA	2003	05	05	310966	Mujer	Indigena	Sin Informacion	Civil					Muerta	13 a 17
368019	81794	TAME	ARAUCA	2003	05	05	409456	Mujer	Indigena	Sin Informacion	Civil					Desconocida	7 a 12
368023	18029	ALBANIA	CAQUETA	2003	05	05	409457	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368024	47460	NUEVA GRANADA	MAGDALENA	2003	05	05	409458	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368025	47460	NUEVA GRANADA	MAGDALENA	2003	05	05	409459	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	7 a 12
368026	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	06	409460	Hombre		Sin Informacion	Civil					Desconocida	40 a 59
368027	05055	ARGELIA	ANTIOQUIA	2003	05	06	409461	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368028	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	06	409462	Mujer		Sin Informacion	Civil					Desconocida	0 a 6
368029	18094	BELEN DE LOS ANDAQUIES	CAQUETA	2003	05	06	409463	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368031	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	06	409465	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368032	47980	ZONA BANANERA	MAGDALENA	2003	05	07	409466	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368033	19110	BUENOS AIRES	CAUCA	2003	05	07	409467	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368034	13894	ZAMBRANO	BOLIVAR	2003	05	07	409468	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368035	47001	SANTA MARTA	MAGDALENA	2003	05	07	409469	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368036	05055	ARGELIA	ANTIOQUIA	2003	05	08	409470	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368037	13744	SIMITI	BOLIVAR	2003	05	09	409471	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368038	81300	FORTUL	ARAUCA	2003	05	09	409472	Mujer		Sin Informacion	Civil					Muerta	13 a 17
368039	13894	ZAMBRANO	BOLIVAR	2003	05	10	409473	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368040	47555	PLATO	MAGDALENA	2003	05	10	409474	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368041	19392	LA SIERRA	CAUCA	2003	05	10	409475	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368042	47288	FUNDACION	MAGDALENA	2003	05	10	409476	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368043	47660	SABANAS DE SAN ANGEL	MAGDALENA	2003	05	10	409477	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368044	47001	SANTA MARTA	MAGDALENA	2003	05	10	409478	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368045	05425	MACEO	ANTIOQUIA	2003	05	11	409479	Hombre		Sin Informacion	Civil					Desconocida	13 a 17
368046	47053	ARACATACA	MAGDALENA	2003	05	11	409480	Hombre		Sin Informacion	Civil					Desconocida	40 a 59
368047	50350	LA MACARENA	META	2003	05	11	409481	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368048	47053	ARACATACA	MAGDALENA	2003	05	11	409482	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
368049	05055	ARGELIA	ANTIOQUIA	2003	05	12	409483	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368050	13894	ZAMBRANO	BOLIVAR	2003	05	12	409484	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368051	54800	TEORAMA	NORTE DE SANTANDER	2003	05	12	409485	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368052	44650	SAN JUAN DEL CESAR	LA GUAJIRA	2003	05	12	409486	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368053	44650	SAN JUAN DEL CESAR	LA GUAJIRA	2003	05	12	409487	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368054	20001	VALLEDUPAR	CESAR	2003	05	12	409488	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368055	44650	SAN JUAN DEL CESAR	LA GUAJIRA	2003	05	12	409489	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368056	52540	POLICARPA	NARIÑO	2003	05	13	409490	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368057	05756	SONSON	ANTIOQUIA	2003	05	14	409491	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368058	13442	MARIA LA BAJA	BOLIVAR	2003	05	14	409492	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	29 a 39
368059	54874	VILLA DEL ROSARIO	NORTE DE SANTANDER	2003	05	14	409493	Hombre		Economia Informal	Civil					Muerta	18 a 28
368060	54800	TEORAMA	NORTE DE SANTANDER	2003	05	15	409494	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368061	18460	MILAN	CAQUETA	2003	05	15	409495	Hombre		Sin Informacion	Civil					Desconocida	7 a 12
368062	73001	IBAGUE	TOLIMA	2003	05	15	409496	Mujer		Sin Informacion	Civil					Desconocida	
368063	05652	SAN FRANCISCO	ANTIOQUIA	2003	05	15	409497	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368064	52540	POLICARPA	NARIÑO	2003	05	15	409498	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368065	05756	SONSON	ANTIOQUIA	2003	05	15	409499	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368066	13654	SAN JACINTO	BOLIVAR	2003	05	15	409500	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368067	73870	VILLAHERMOSA	TOLIMA	2003	05	15	409501	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368069	50001	VILLAVICENCIO	META	2003	05	16	409503	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368071	52540	POLICARPA	NARIÑO	2003	05	18	409505	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368072	05674	SAN VICENTE FERRER	ANTIOQUIA	2003	05	18	409506	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368073	54670	SAN CALIXTO	NORTE DE SANTANDER	2003	05	18	409507	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368074	52540	POLICARPA	NARIÑO	2003	05	18	409508	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368075	05190	CISNEROS	ANTIOQUIA	2003	05	20	409509	Mujer		Sin Informacion	Civil					Desconocida	
368076	52786	TAMINANGO	NARIÑO	2003	05	20	409510	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368077	52540	POLICARPA	NARIÑO	2003	05	20	409511	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368078	47001	SANTA MARTA	MAGDALENA	2003	05	20	409512	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
368079	19110	BUENOS AIRES	CAUCA	2003	05	20	409513	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	18 a 28
368080	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	20	409514	Hombre		Sin Informacion	Civil					Desconocida	40 a 59
368081	13894	ZAMBRANO	BOLIVAR	2003	05	21	409515	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368082	20013	AGUSTIN CODAZZI	CESAR	2003	05	22	409516	Mujer	Indigena	Sin Informacion	Civil					Desconocida	18 a 28
368083	70713	SAN ONOFRE	SUCRE	2003	05	23	409517	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368084	05642	SALGAR	ANTIOQUIA	2003	05	23	409518	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368085	50330	MESETAS	META	2003	05	23	409519	Mujer		Sin Informacion	Civil					Viva	40 a 59
368086	47001	SANTA MARTA	MAGDALENA	2003	05	23	409520	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368087	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	24	409521	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368088	44279	FONSECA	LA GUAJIRA	2003	05	24	409522	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368089	13744	SIMITI	BOLIVAR	2003	05	25	409523	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368090	85400	TAMARA	CASANARE	2003	05	25	409524	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368091	05055	ARGELIA	ANTIOQUIA	2003	05	25	409525	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368092	68217	COROMORO	SANTANDER	2003	05	25	409526	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368093	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	26	409527	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368094	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	05	26	409528	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368095	17662	SAMANA	CALDAS	2003	05	29	409529	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368096	47555	PLATO	MAGDALENA	2003	05	30	409530	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368097	47980	ZONA BANANERA	MAGDALENA	2003	05	31	409531	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368098	50568	PUERTO GAITAN	META	2003	06	00	409541	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409543	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409533	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409546	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409545	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409536	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409535	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409540	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409532	Mujer		Trabajador(a) Sexual	Civil					Desconocida	13 a 17
368098	50568	PUERTO GAITAN	META	2003	06	00	409534	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409544	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409538	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409537	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409542	Mujer		Sin Informacion	Civil					Desconocida	
368098	50568	PUERTO GAITAN	META	2003	06	00	409539	Mujer		Sin Informacion	Civil					Desconocida	
368113	54206	CONVENCION	NORTE DE SANTANDER	2003	06	01	409547	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368114	86320	ORITO	PUTUMAYO	2003	06	01	409548	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368115	54001	CUCUTA	NORTE DE SANTANDER	2003	06	01	409549	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368116	19110	BUENOS AIRES	CAUCA	2003	06	01	409550	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368117	47605	REMOLINO	MAGDALENA	2003	06	01	409551	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368118	19256	EL TAMBO	CAUCA	2003	06	01	409552	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368119	54001	CUCUTA	NORTE DE SANTANDER	2003	06	01	409553	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368121	20787	TAMALAMEQUE	CESAR	2003	06	01	409555	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368122	05001	MEDELLIN	ANTIOQUIA	2003	06	01	409556	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368123	15572	PUERTO BOYACA	BOYACA	2003	06	01	409557	Hombre		Sin Informacion	Civil					Desconocida	
368124	17662	SAMANA	CALDAS	2003	06	01	409558	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368125	13744	SIMITI	BOLIVAR	2003	06	01	409559	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368126	05790	TARAZA	ANTIOQUIA	2003	06	01	409560	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368127	05001	MEDELLIN	ANTIOQUIA	2003	06	01	409561	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368128	50400	LEJANIAS	META	2003	06	01	409562	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368129	05665	SAN PEDRO DE URABA	ANTIOQUIA	2003	06	01	409563	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368131	13212	CORDOBA	BOLIVAR	2003	06	01	409565	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	13 a 17
368132	41357	IQUIRA	HUILA	2003	06	01	409566	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368133	17662	SAMANA	CALDAS	2003	06	01	409567	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368134	95015	CALAMAR	GUAVIARE	2003	06	01	409568	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368135	68235	EL CARMEN DE CHUCURI	SANTANDER	2003	06	01	409569	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368136	76113	BUGALAGRANDE	VALLE DEL CAUCA	2003	06	01	409570	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368137	76520	PALMIRA	VALLE DEL CAUCA	2003	06	01	409571	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368138	13744	SIMITI	BOLIVAR	2003	06	01	409572	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368140	47205	CONCORDIA	MAGDALENA	2003	06	02	409574	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368141	47980	ZONA BANANERA	MAGDALENA	2003	06	02	409575	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368142	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	06	03	409576	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368143	52540	POLICARPA	NARIÑO	2003	06	03	409577	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368144	13683	SANTA ROSA	BOLIVAR	2003	06	06	409578	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368145	05034	ANDES	ANTIOQUIA	2003	06	08	409579	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368146	52540	POLICARPA	NARIÑO	2003	06	09	409580	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368147	13744	SIMITI	BOLIVAR	2003	06	09	409581	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368148	44001	RIOHACHA	LA GUAJIRA	2003	06	09	409582	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368149	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	06	09	409583	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368150	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	06	09	409584	Mujer		Estudiante	Civil					Viva	13 a 17
368151	13688	SANTA ROSA DEL SUR	BOLIVAR	2003	06	10	409585	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368152	52540	POLICARPA	NARIÑO	2003	06	10	409586	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368154	47288	FUNDACION	MAGDALENA	2003	06	10	409588	Hombre		Sin Informacion	Civil					Desconocida	29 a 39
368155	47551	PIVIJAY	MAGDALENA	2003	06	10	409589	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368156	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	06	10	409590	Hombre		Sin Informacion	Civil					Desconocida	7 a 12
368157	05034	ANDES	ANTIOQUIA	2003	06	10	409591	Hombre		Sin Informacion	Civil					Muerta	29 a 39
368158	05789	TAMESIS	ANTIOQUIA	2003	06	11	409592	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368160	25530	PARATEBUENO	CUNDINAMARCA	2003	06	12	409594	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368161	20013	AGUSTIN CODAZZI	CESAR	2003	06	13	409595	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368162	13683	SANTA ROSA	BOLIVAR	2003	06	13	409596	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368163	47268	EL RETEN	MAGDALENA	2003	06	13	409597	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368164	47288	FUNDACION	MAGDALENA	2003	06	13	409598	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368165	47001	SANTA MARTA	MAGDALENA	2003	06	13	409599	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368166	52250	EL CHARCO	NARIÑO	2003	06	14	409600	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368167	47555	PLATO	MAGDALENA	2003	06	14	409601	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368168	05425	MACEO	ANTIOQUIA	2003	06	14	409602	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368169	05001	MEDELLIN	ANTIOQUIA	2003	06	14	409603	Mujer		Sin Informacion	Civil					Muerta	13 a 17
368170	13458	MONTECRISTO	BOLIVAR	2003	06	14	409604	Hombre		Sin Informacion	Civil					Muerta	60 a 69
368170	13458	MONTECRISTO	BOLIVAR	2003	06	14	409605	Hombre		Sin Informacion	Civil					Muerta	
368173	50590	PUERTO RICO	META	2003	06	15	409607	Mujer		Sin Informacion	Civil					Desconocida	
368174	05736	SEGOVIA	ANTIOQUIA	2003	06	15	409608	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368175	05649	SAN CARLOS	ANTIOQUIA	2003	06	15	409609	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368177	47745	SITIONUEVO	MAGDALENA	2003	06	16	409611	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368178	47745	SITIONUEVO	MAGDALENA	2003	06	16	409612	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368179	47268	EL RETEN	MAGDALENA	2003	06	16	409613	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368180	47555	PLATO	MAGDALENA	2003	06	17	409614	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368182	52540	POLICARPA	NARIÑO	2003	06	20	409616	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368183	18610	SAN JOSE DEL FRAGUA	CAQUETA	2003	06	20	409617	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368184	52540	POLICARPA	NARIÑO	2003	06	20	409618	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368185	47980	ZONA BANANERA	MAGDALENA	2003	06	20	409619	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368186	47980	ZONA BANANERA	MAGDALENA	2003	06	20	409620	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368187	05690	SANTO DOMINGO	ANTIOQUIA	2003	06	21	409621	Hombre		Conductor/Motorista	Civil					Muerta	40 a 59
368188	13894	ZAMBRANO	BOLIVAR	2003	06	22	409622	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368189	17001	MANIZALES	CALDAS	2003	06	22	409623	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368190	05055	ARGELIA	ANTIOQUIA	2003	06	22	409624	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368191	17433	MANZANARES	CALDAS	2003	06	22	409625	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368192	18205	CURILLO	CAQUETA	2003	06	22	409626	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368193	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	06	22	409627	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368194	54250	EL TARRA	NORTE DE SANTANDER	2003	06	23	409628	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368195	05001	MEDELLIN	ANTIOQUIA	2003	06	23	409629	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368196	52540	POLICARPA	NARIÑO	2003	06	23	409630	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368197	52540	POLICARPA	NARIÑO	2003	06	23	409631	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368198	17433	MANZANARES	CALDAS	2003	06	23	409632	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368199	13430	MAGANGUE	BOLIVAR	2003	06	24	409633	Mujer		Sin Informacion	Civil					Desconocida	0 a 6
368200	05055	ARGELIA	ANTIOQUIA	2003	06	24	409634	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368201	27787	TADO	CHOCO	2003	06	25	409635	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368202	44650	SAN JUAN DEL CESAR	LA GUAJIRA	2003	06	25	409636	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368203	47980	ZONA BANANERA	MAGDALENA	2003	06	25	409637	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368204	86865	VALLE DEL GUAMUEZ	PUTUMAYO	2003	06	25	409638	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368205	47980	ZONA BANANERA	MAGDALENA	2003	06	25	409639	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368206	18460	MILAN	CAQUETA	2003	06	26	409640	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368207	73624	ROVIRA	TOLIMA	2003	06	26	409641	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368208	05480	MUTATA	ANTIOQUIA	2003	06	27	409642	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368209	18094	BELEN DE LOS ANDAQUIES	CAQUETA	2003	06	28	409643	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368210	66001	PEREIRA	RISARALDA	2003	06	28	409644	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368211	41078	BARAYA	HUILA	2003	06	29	409645	Mujer		Sin Informacion	Civil					Desconocida	40 a 59
368212	50568	PUERTO GAITAN	META	2003	06	30	409646	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368213	47551	PIVIJAY	MAGDALENA	2003	06	30	409647	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368214	47555	PLATO	MAGDALENA	2003	07	01	409648	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368216	70713	SAN ONOFRE	SUCRE	2003	07	01	409650	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368217	20570	PUEBLO BELLO	CESAR	2003	07	01	409651	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368218	05674	SAN VICENTE FERRER	ANTIOQUIA	2003	07	01	409652	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368219	52621	ROBERTO PAYAN	NARIÑO	2003	07	01	409653	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	13 a 17
368220	20060	BOSCONIA	CESAR	2003	07	01	409654	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368221	05209	CONCORDIA	ANTIOQUIA	2003	07	01	409655	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368222	25662	SAN JUAN DE RIOSECO	CUNDINAMARCA	2003	07	01	409656	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368224	47555	PLATO	MAGDALENA	2003	07	02	409658	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368225	19110	BUENOS AIRES	CAUCA	2003	07	03	409659	Mujer	Afrocolombiano	Sin Informacion	Civil					Desconocida	18 a 28
368226	47605	REMOLINO	MAGDALENA	2003	07	03	409660	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368227	18029	ALBANIA	CAQUETA	2003	07	03	409661	Mujer		Sin Informacion	Civil					Desconocida	29 a 39
368228	54498	OCAÑA	NORTE DE SANTANDER	2003	07	03	409662	Mujer		Estudiante	Civil					Muerta	18 a 28
368230	05055	ARGELIA	ANTIOQUIA	2003	07	05	409664	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368231	05045	APARTADO	ANTIOQUIA	2003	07	05	409665	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368232	47001	SANTA MARTA	MAGDALENA	2003	07	05	409666	Mujer		Sin Informacion	Civil					Desconocida	7 a 12
368233	13140	CALAMAR	BOLIVAR	2003	07	05	409667	Mujer		Sin Informacion	Civil					Desconocida	18 a 28
368234	54800	TEORAMA	NORTE DE SANTANDER	2003	07	06	409668	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
368235	05890	YOLOMBO	ANTIOQUIA	2003	07	06	409669	Mujer		Sin Informacion	Civil					Desconocida	13 a 17
